open*,high*,low*,close*,vwap*,timestamp,prediction_step
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:49:03,1
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:49:03,2
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:49:03,3
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:49:03,4
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:49:03,5
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:51:00,1
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:51:00,2
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:51:00,3
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:51:00,4
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:51:00,5
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:52:00,1
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:52:00,2
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:52:00,3
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:52:00,4
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:52:00,5
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:53:00,1
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:53:00,2
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:53:00,3
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:53:00,4
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:53:00,5
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:56:00,1
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:56:00,2
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:56:00,3
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:56:00,4
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:56:00,5
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:58:00,1
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:58:00,2
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:58:00,3
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:58:00,4
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 21:58:00,5
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:04:01,1
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:04:01,2
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:04:01,3
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:04:01,4
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:04:01,5
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:06:00,1
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:06:00,2
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:06:00,3
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:06:00,4
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:06:00,5
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:11:00,1
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:11:00,2
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:11:00,3
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:11:00,4
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:11:00,5
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:12:00,1
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:12:00,2
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:12:00,3
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:12:00,4
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:12:00,5
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:21:00,1
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:21:00,2
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:21:00,3
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:21:00,4
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:21:00,5
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:23:00,1
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:23:00,2
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:23:00,3
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:23:00,4
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:23:00,5
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:28:00,1
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:28:00,2
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:28:00,3
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:28:00,4
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:28:00,5
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:33:00,1
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:33:00,2
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:33:00,3
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:33:00,4
105356.164,105712.3,105135.6,105415.23,105427.77,2025-07-01 22:33:00,5
