0,1,2,3,4,5,6
0.0,0.3553599543324353,0.32236242356864864,0.38384027436133294,0.3564520819758421,0.0,0.0
0.5,0.3556914124720336,0.3315916249768378,0.3944639330353006,0.3677408785860763,0.0,0.0
0.5,0.35831361464308564,0.32988326848249017,0.38603630581877013,0.355581447572348,0.011808100973580116,0.03125
0.5,0.3469427590207257,0.3121715768019264,0.3746426101402456,0.34198629809196746,0.0,0.0
0.5,0.3422931378957941,0.3255586436909397,0.3814945134863432,0.3601702246715348,0.0,0.0
0.5,0.3482151899899648,0.32551417454141074,0.38622881506990936,0.3526437467098127,0.0,0.0
0.5,0.354956680262589,0.3307652399481178,0.37568180359778225,0.3627674025644154,0.0004586698188663831,0.015625
0.5,0.35309499037850856,0.3287993329627561,0.38870113295259223,0.3604665716883684,0.0,0.0
0.5,0.34845457642411937,0.3263850287196597,0.38745873528551833,0.3561741416060169,0.00114721705642088,0.015625
0.5,0.3449190229350627,0.3186084861960339,0.3840363485986025,0.3587970888047103,0.0,0.0
0.5,0.35825100588338366,0.3322586622197523,0.3969237734665203,0.3723572656557739,5.390638848429515e-05,0.015625
0.5,0.3720286158860535,0.34735223272188165,0.403483347949777,0.37046138101391257,0.0,0.0
0.5,0.3617313163491733,0.3398740040763375,0.3935958589121089,0.3799223975762125,0.0,0.0
0.5,0.3706143944904312,0.3396720400222346,0.39489173137116396,0.36471850714730003,0.0,0.0
0.5,0.35602287061163373,0.3320177876598116,0.3947847817871981,0.3652265306047333,0.0,0.0
0.5,0.3570706466195883,0.3340188993885498,0.378220073723913,0.34437364020895167,0.0007123439171756531,0.015625
0.5,0.34141477382585705,0.30660922734852747,0.3675126378758389,0.339777500450964,0.47916525932737486,0.015625
0.5,0.3388238760346578,0.30498425050954125,0.36738786336121265,0.34124266955282856,0.0,0.0
0.5,0.3384261262671373,0.3131925143598302,0.37775127804752806,0.3534168258841639,0.0,0.0
0.5,0.34577897266391133,0.31807856216416575,0.3705232686644848,0.3397646157980567,0.0,0.0
0.5,0.32885619320326676,0.3121382249397815,0.3581331593620103,0.3480788982517371,0.03438560231835425,0.578125
0.5,0.34751544502858955,0.31274782286455505,0.35523126065039534,0.32063458756226026,0.0038914676217544062,0.046875
0.5,0.31897689920910466,0.2894385769872141,0.3589245862833579,0.3298195044194365,0.0,0.0
0.5,0.3204831923101725,0.3006725958866028,0.3494310282132993,0.3329302277638515,0.0,0.0
0.5,0.33123532607194583,0.3193236983509369,0.3707906426243994,0.35171605170059195,0.0,0.0
0.5,0.35025918185082716,0.3201222901612013,0.3812057496096326,0.3474567535828541,0.0,0.0
0.5,0.35031442487409237,0.323509357050213,0.38713075656135487,0.35941739280889173,0.0,0.0
0.5,0.35596762758836675,0.32125254771169054,0.3930308086101544,0.35966772320820617,0.0,0.0
0.5,0.34786531750927807,0.3323272188252737,0.3868883375043666,0.37242537024970623,0.0,0.0
1.0,0.3725221202272344,0.36151565684639664,0.40826042936692986,0.4014213612819866,0.0,0.0
0.5,0.3912697608897826,0.3567741337780248,0.39988271195625025,0.36674323831822164,0.0,0.0
0.5,0.35772619716235,0.34735964424680255,0.39643358787334115,0.38735868296759257,0.0,0.0
0.5,0.3767095413908361,0.34212340188993906,0.4102924714622862,0.3774927201711087,0.0,0.0
0.5,0.3656241080553553,0.330969056883454,0.39520188516466526,0.36190965281382503,0.0,0.0
0.5,0.3542348380919069,0.32475449323698413,0.3864694516338325,0.3586443136345405,0.00017839098121445065,0.015625
0.5,0.3501118671221164,0.31536038539929656,0.37498663130200427,0.3410346744416355,0.0,0.0
0.5,0.32932575890103344,0.299953677969242,0.36833258468624486,0.3402652765966856,0.0,0.0
0.5,0.3412251061126419,0.3101723179544198,0.3804606675080038,0.35041654242180087,0.0,0.0
0.5,0.33968935006583223,0.30745228830831905,0.37064982567217797,0.34645911331499946,0.0,0.0
0.5,0.3478063916177927,0.31645729108764087,0.3842948100931878,0.3520547340055451,0.0,0.0
0.5,0.3514192853394231,0.32323513062812737,0.38157650816738276,0.36339322856269973,0.0,0.0
0.5,0.35738553185220745,0.3313507504168989,0.3902911167675551,0.37077797534245605,0.0,0.0
0.5,0.36919464879247954,0.3367982212340195,0.397626075734566,0.36441295680696406,0.0,0.0
0.5,0.3553857344099587,0.3215990365017589,0.3864783640991618,0.35319962744946487,0.0,0.0
0.5,0.34292659122925073,0.3157865480822668,0.3805462271751754,0.3467757076435447,0.00017000598096537602,0.015625
0.5,0.35114307022309,0.31639799888827014,0.3694234704426993,0.3357648514031393,0.0,0.0
0.5,0.3228586423106332,0.2911061700944977,0.36268208166670135,0.3314761026501891,0.0,0.0
0.5,0.332342027971384,0.2984435797665377,0.3653736461965167,0.334531606053579,0.0,0.0
0.5,0.3244606899853615,0.28954974986103466,0.35347906996641676,0.3280340596596254,0.0,0.0
0.5,0.3300107723895387,0.29710765239948067,0.36426850049553394,0.3374380156161987,0.00016958094909479455,0.015625
0.6000000000000001,0.3233926582022093,0.28847507874745304,0.36319900465587196,0.3288623587750017,0.0,0.0
0.1,0.32969036285459197,0.2949045766166396,0.36319900465587196,0.33524946528690514,0.001151142605662456,0.015625
0.1,0.33347819281656577,0.2986233092458779,0.3729617191789121,0.33894367934148484,0.0,0.0
0.2,0.3301138926996341,0.2952380952380942,0.3697051043471422,0.33558078493305565,0.0,0.0
0.1,0.3210927070002132,0.2861608300907914,0.356753509728847,0.32220651521677546,0.0,0.0
0.30000000000000004,0.3112391930835745,0.2762460626273846,0.35143455041959726,0.31671397174947735,0.0,0.0
0.2,0.315448711456483,0.2804817491198808,0.33683593220822416,0.3016389278496252,0.00022688153762044552,0.015625
0.1,0.2990268020734561,0.27522697795071416,0.3396130564052111,0.30942493953416417,0.0,0.0
