symbol,delta_minute,open,high,low,close,volume,trade_count
AAPL,5.0,201.84,202.04,201.82,201.95,21602.0,424.0
AAPL,5.0,201.94,202.05,201.64,201.64,34217.0,499.0
AAPL,5.0,201.71,201.77,201.62,201.77,7022.0,200.0
AAPL,5.0,201.8,201.98,201.8,201.88,6627.0,189.0
AAPL,5.0,201.98,202.01,201.87,202.0,10599.0,214.0
AAPL,5.0,201.96,202.08,201.95,202.03,5922.0,128.0
AAPL,5.0,202.02,202.14,202.02,202.08,10119.0,207.0
AAPL,5.0,202.15,202.35,202.03,202.25,26086.0,488.0
AAPL,5.0,202.25,202.26,202.02,202.1,10118.0,248.0
AAPL,5.0,202.15,202.37,202.14,202.37,8878.0,253.0
AAPL,5.0,202.29,202.35,202.1,202.18,7909.0,194.0
AAPL,5.0,202.22,202.31,202.22,202.27,8024.0,148.0
AAPL,5.0,202.28,202.28,202.26,202.26,3869.0,79.0
AAPL,5.0,202.18,202.3,202.17,202.27,4291.0,104.0
AAPL,5.0,202.27,202.36,202.27,202.36,5061.0,113.0
AAPL,5.0,202.35,202.85,202.35,202.78,20346.0,378.0
AAPL,5.0,202.75,202.75,202.5,202.5,15694.0,256.0
AAPL,5.0,202.57,202.69,202.55,202.57,5645.0,152.0
AAPL,5.0,202.56,202.56,202.45,202.5,7109.0,215.0
AAPL,5.0,202.25,203.76,201.61,202.7084,79549.0,2260.0
AAPL,5.0,202.5924,202.7,202.5924,202.61,16528.0,227.0
AAPL,5.0,202.54,202.6057,202.5,202.58,3796.0,116.0
AAPL,5.0,202.5,202.52,202.1,202.27,36172.0,889.0
AAPL,5.0,202.2,202.37,201.9,202.06,58968.0,1219.0
AAPL,5.0,202.02,202.31,201.9072,202.2,37024.0,574.0
AAPL,5.0,202.18,202.3941,202.1228,202.35,16437.0,333.0
AAPL,5.0,202.35,202.6,202.27,202.31,32697.0,651.0
AAPL,5.0,202.3,202.3,202.0,202.14,21194.0,457.0
AAPL,5.0,202.17,202.48,202.1,202.42,17947.0,302.0
AAPL,5.0,202.41,202.44,202.2748,202.38,5337.0,174.0
AAPL,5.0,202.41,202.5,202.3019,202.48,20609.0,454.0
AAPL,5.0,202.53,202.58,202.3337,202.5,6568.0,181.0
AAPL,5.0,202.45,202.58,202.3,202.39,11680.0,340.0
AAPL,5.0,202.39,202.5499,202.35,202.44,21124.0,370.0
AAPL,5.0,202.44,202.51,202.44,202.48,21904.0,288.0
AAPL,5.0,202.48,202.96,202.48,202.75,46709.0,738.0
AAPL,5.0,202.66,203.0,202.41,203.0,31934.0,511.0
AAPL,5.0,202.97,204.0399,202.6508,203.03,1850786.0,26554.0
AAPL,5.0,203.075,204.7042,203.03,204.66,1375389.0,20845.0
AAPL,5.0,204.6401,204.84,204.23,204.533,1059034.0,16366.0
AAPL,5.0,204.5484,204.93,204.2,204.9,682192.0,11557.0
AAPL,5.0,204.9299,205.36,204.71,205.21,1090564.0,15359.0
AAPL,5.0,205.2,205.225,204.84,205.06,561453.0,8903.0
AAPL,5.0,205.06,205.665,204.6,205.515,1009140.0,15634.0
AAPL,5.0,205.515,205.735,205.26,205.599,1080848.0,17026.0
AAPL,5.0,205.6,206.24,205.54,205.55,1098494.0,16407.0
AAPL,5.0,205.55,205.79,205.145,205.1601,730930.0,11555.0
AAPL,5.0,205.17,205.26,204.645,204.8997,673878.0,9507.0
AAPL,5.0,204.885,205.3,204.885,205.14,476204.0,8196.0
AAPL,5.0,205.13,205.18,204.72,204.8,362464.0,6947.0
AAPL,5.0,204.82,204.94,204.67,204.78,329690.0,6464.0
AAPL,5.0,204.76,204.84,204.49,204.51,349301.0,6443.0
AAPL,5.0,204.52,204.65,204.22,204.24,383447.0,5938.0
AAPL,5.0,204.23,204.32,203.9901,204.04,440668.0,6198.0
AAPL,5.0,204.04,204.32,204.027,204.28,383244.0,5591.0
AAPL,5.0,204.289,204.71,204.28,204.4,498470.0,6421.0
AAPL,5.0,204.405,204.54,204.16,204.3313,344287.0,4444.0
AAPL,5.0,204.335,204.42,204.15,204.325,336512.0,4841.0
AAPL,5.0,204.33,204.52,204.16,204.365,353555.0,5503.0
AAPL,5.0,204.365,204.4601,204.1,204.37,406579.0,5247.0
AAPL,5.0,204.38,204.4,204.09,204.09,250922.0,4402.0
AAPL,5.0,204.09,204.244,203.97,204.2022,245181.0,4749.0
AAPL,5.0,204.21,204.51,204.1704,204.42,241488.0,4385.0
AAPL,5.0,204.42,204.6,202.1,202.9399,1680273.0,23790.0
AAPL,5.0,202.93,203.83,202.64,202.79,1866197.0,20968.0
AAPL,5.0,202.78,203.65,202.78,203.2999,839375.0,10435.0
AAPL,5.0,203.3,203.475,203.1687,203.36,371804.0,5648.0
AAPL,5.0,203.35,203.39,202.96,203.1,456289.0,7175.0
AAPL,5.0,203.085,203.23,202.91,203.13,323971.0,5701.0
AAPL,5.0,203.1307,203.19,202.9082,202.941,250248.0,4526.0
AAPL,5.0,202.94,203.32,202.9,203.235,345453.0,5320.0
AAPL,5.0,203.23,203.2765,202.89,202.9054,278407.0,4176.0
AAPL,5.0,202.9,203.13,202.82,202.83,231537.0,4250.0
AAPL,5.0,202.82,202.89,202.615,202.68,293771.0,4810.0
AAPL,5.0,202.69,202.8,202.61,202.73,191157.0,3478.0
AAPL,5.0,202.73,202.91,202.64,202.83,196880.0,3594.0
AAPL,5.0,202.82,203.06,202.82,202.99,229030.0,3923.0
AAPL,5.0,202.9914,203.25,202.98,203.11,213671.0,3792.0
AAPL,5.0,203.11,203.27,203.093,203.2,145342.0,3167.0
AAPL,5.0,203.22,203.47,203.2,203.41,226394.0,3957.0
AAPL,5.0,203.42,203.53,203.33,203.38,186809.0,3475.0
AAPL,5.0,203.38,203.5098,203.22,203.34,302265.0,4609.0
AAPL,5.0,203.34,203.46,203.29,203.3901,193301.0,3198.0
AAPL,5.0,203.4,203.59,203.37,203.39,213634.0,3518.0
AAPL,5.0,203.4,203.565,203.35,203.415,246850.0,3717.0
AAPL,5.0,203.415,203.47,203.25,203.29,229217.0,3821.0
AAPL,5.0,203.285,203.34,202.94,202.9699,249355.0,3898.0
AAPL,5.0,202.96,203.2,202.85,203.095,241149.0,3878.0
AAPL,5.0,203.095,203.17,202.9488,203.1392,247177.0,3959.0
AAPL,5.0,203.13,203.245,203.11,203.1999,252722.0,3638.0
AAPL,5.0,203.19,203.365,203.17,203.29,200541.0,3092.0
AAPL,5.0,203.29,203.36,203.25,203.31,178670.0,3143.0
AAPL,5.0,203.302,203.4,203.13,203.16,191153.0,3474.0
AAPL,5.0,203.18,203.26,203.1,203.18,169661.0,3541.0
AAPL,5.0,203.17,203.3525,203.13,203.33,271102.0,4101.0
AAPL,5.0,203.33,203.45,203.25,203.265,186220.0,3267.0
AAPL,5.0,203.265,203.3212,203.08,203.12,193025.0,3410.0
AAPL,5.0,203.11,203.13,202.88,202.93,305243.0,5051.0
AAPL,5.0,202.92,203.0,202.76,202.93,270280.0,4244.0
AAPL,5.0,202.93,203.08,202.85,202.99,170578.0,3132.0
AAPL,5.0,202.97,203.01,202.9217,202.9301,202585.0,3277.0
AAPL,5.0,202.93,202.96,202.76,202.89,246440.0,4223.0
AAPL,5.0,202.89,202.97,202.81,202.935,172072.0,3260.0
AAPL,5.0,202.93,203.06,202.9,203.05,207120.0,3765.0
AAPL,5.0,203.055,203.25,202.9513,202.97,316293.0,4714.0
AAPL,5.0,202.97,203.16,202.94,203.09,262692.0,4111.0
AAPL,5.0,203.08,203.1298,202.91,202.9626,251884.0,4097.0
AAPL,5.0,202.96,203.2099,202.87,203.15,458460.0,4893.0
AAPL,5.0,203.16,203.24,203.12,203.19,250583.0,4086.0
AAPL,5.0,203.19,203.35,203.06,203.16,338225.0,4786.0
AAPL,5.0,203.16,203.4477,203.14,203.34,306736.0,5001.0
AAPL,5.0,203.3699,203.373,203.05,203.11,483583.0,7186.0
AAPL,5.0,203.12,203.26,203.01,203.0925,418492.0,6075.0
AAPL,5.0,203.09,203.09,202.79,202.95,634436.0,10455.0
AAPL,5.0,202.96,203.2,202.75,202.887,1361862.0,19320.0
AAPL,5.0,202.82,203.11,202.71,202.82,5874931.0,568.0
AAPL,5.0,202.85,202.95,202.82,202.93,909527.0,152.0
AAPL,5.0,202.9,202.9439,202.82,202.89,15372.0,95.0
AAPL,5.0,202.9,202.93,202.85,202.85,3361.0,29.0
AAPL,5.0,202.9,202.94,202.83,202.94,92052.0,88.0
AAPL,5.0,202.9,202.9,202.827,202.86,7258.0,101.0
AAPL,5.0,202.9,202.92,202.82,202.82,7417.0,54.0
AAPL,5.0,202.9,202.92,202.82,202.83,5665.0,99.0
AAPL,5.0,202.89,202.89,202.8217,202.89,3285.0,80.0
AAPL,5.0,202.8622,202.94,202.8622,202.87,2091.0,69.0
AAPL,5.0,202.8504,202.8504,202.8504,202.8504,5291.0,27.0
AAPL,5.0,202.85,202.85,202.4,202.51,41701.0,739.0
AAPL,5.0,202.5,202.5,202.1074,202.2,17434.0,450.0
AAPL,5.0,202.28,202.35,202.28,202.35,2264.0,54.0
AAPL,5.0,202.38,202.44,202.38,202.44,906.0,56.0
AAPL,5.0,202.39,202.4399,202.39,202.4399,3527.0,100.0
AAPL,5.0,202.39,202.43,202.3301,202.39,8129.0,168.0
AAPL,5.0,202.35,202.3501,202.02,202.02,22449.0,420.0
AAPL,5.0,202.02,202.02,201.42,201.55,58888.0,1292.0
AAPL,5.0,201.55,201.55,201.49,201.49,12308.0,244.0
AAPL,5.0,201.43,201.43,200.5607,200.65,62995.0,1274.0
AAPL,5.0,200.79,201.23,200.55,201.0,44532.0,635.0
AAPL,5.0,201.07,201.2135,200.99,201.1987,41497.0,242.0
AAPL,5.0,201.06,201.1,200.89,200.9,15677.0,319.0
AAPL,5.0,200.97,201.24,200.9016,201.16,13260.0,178.0
AAPL,5.0,201.24,201.42,201.2,201.4193,16784.0,191.0
AAPL,5.0,201.41,201.56,201.4,201.5012,9479.0,186.0
AAPL,5.0,201.5975,201.6,201.43,201.43,7753.0,145.0
AAPL,5.0,201.38,201.5,201.35,201.5,3870.0,109.0
AAPL,5.0,201.42,201.55,201.42,201.55,9893.0,127.0
AAPL,5.0,201.54,201.62,201.42,201.42,5921.0,166.0
AAPL,5.0,201.4,201.6984,201.4,201.63,9799.0,136.0
AAPL,5.0,201.6,201.7,201.4759,201.53,2776.0,101.0
AAPL,5.0,201.6,201.6381,201.42,201.42,7113.0,89.0
AAPL,5.0,201.55,201.61,201.48,201.52,1998.0,68.0
AAPL,5.0,201.51,201.62,201.51,201.52,2727.0,89.0
AAPL,5.0,201.5101,201.6,201.5101,201.6,356.0,18.0
AAPL,5.0,201.55,201.58,201.5219,201.58,1549.0,42.0
AAPL,5.0,201.6,201.6,201.5,201.5,3339.0,107.0
AAPL,5.0,201.53,201.7,201.46,201.46,3968.0,83.0
AAPL,5.0,201.68,201.7,201.6,201.65,2598.0,49.0
AAPL,5.0,201.67,201.67,201.6104,201.67,1156.0,53.0
AAPL,5.0,201.63,201.677,201.62,201.62,1531.0,15.0
AAPL,5.0,201.64,201.68,201.6,201.68,2593.0,57.0
AAPL,5.0,201.61,201.68,201.6,201.6799,2853.0,62.0
AAPL,5.0,201.68,201.88,201.6081,201.87,5928.0,88.0
AAPL,5.0,201.8175,201.9,201.7544,201.7765,2854.0,55.0
AAPL,5.0,201.89,201.9,201.83,201.8601,10670.0,103.0
