0,1,2,3,4
0.04875236935236238,0.0438721953508292,0.04677952052444212,0.048995929950197636,0.043582827452253614
0.04664779565585464,0.03960383760971098,0.04771675898585315,0.04918173403835113,0.04178558650876463
0.047308192674310856,0.04050366999601973,0.04448978625401656,0.04361725520455351,0.04155766944400652
0.043777234783483276,0.03765351855956123,0.04560334685730849,0.047248016030370765,0.038005398411594005
0.04754625583888661,0.03962166971573167,0.04786713759913974,0.049199414358158,0.04103834393975525
0.04692117603042645,0.0393575248907152,0.045395061215599775,0.04452163035104406,0.04165496721470774
0.0450839046139726,0.03917497545991511,0.04607468781220225,0.04870819613952082,0.04034551485269988
0.04652208352474663,0.0390125411850728,0.045705096437928194,0.04561660470272666,0.041329738910564906
0.0434191894976097,0.03475230245586225,0.044069930131060975,0.044220971155053634,0.0370550884991645
0.04493026537897782,0.03744453168066819,0.038224859842601155,0.03761773335005114,0.03916538879111675
0.035544964498170906,0.033072315431150745,0.03487371971390729,0.0417557854125119,0.03155073380165918
0.04151086863708864,0.04447267801190291,0.04333365681181789,0.05269181328730377,0.03836945693070559
0.05089047967170579,0.043741777811797,0.04778401104757268,0.05258157917214379,0.04257844422294399
0.05292496785102996,0.04791954305066204,0.051632770385131366,0.05415901194765005,0.04889531598322261
0.05493261334421273,0.04770069447677283,0.05189284923146964,0.05345903201347357,0.05055477706086675
0.05139401097768115,0.048437079400396765,0.05323129397176718,0.05577461814092133,0.047054912676543825
0.05343587587524201,0.04485974278592009,0.05021472526795412,0.049336503807570375,0.04615156806400833
0.049493120386890244,0.04342652779202627,0.04802573501502483,0.052971885626064585,0.043205367592907606
0.050518778754976346,0.04641581018295904,0.05099390261381309,0.050427928701110014,0.04558954683258021
0.04784775074757208,0.04084208824444602,0.04596677077775668,0.045939618787927516,0.042100484332546984
0.04628940228527245,0.039877938693921866,0.048119198755504744,0.04945350198447529,0.041037784989383486
0.04737384680540302,0.04084235842787054,0.04746245877559918,0.04658697298231451,0.04162371986863578
0.04481918619348235,0.03616498350948971,0.03233121254096005,0.03147076673475646,0.02636120072212389
0.031445649610237325,0.022969750289146162,0.017789779225800828,0.017125064005771184,0.013597614107748512
0.017035814515940828,0.012624266475643076,0.01411373541038552,0.013271397208569402,0.00983275078658652
0.01188390646685411,0.00505759054258581,0.00985551076881741,0.009756616601849677,0.002860306311598837
0.007891361477374126,0.0,0.0,0.0,0.0
0.0,0.010034099039462507,0.0017619074829906545,0.01986369196714599,0.0011812765296026484
0.01822761639276571,0.021608081488833975,0.017815816606953305,0.027643702391302094,0.022234337570146145
0.025577505330983907,0.02098560589700149,0.020195635925762012,0.02210593155575835,0.02056370898732718
0.022655789394399495,0.030018540256776305,0.02195196588529269,0.039678026374830866,0.016756462304700293
0.03814274745027246,0.0340017193932769,0.033489260867395565,0.039407075473788966,0.03305148187757556
0.03654169167186705,0.029195602073095905,0.03584060263853894,0.038329526952461945,0.03048583232871893
0.03794460692413848,0.037541797713508185,0.03976216474626071,0.04036593815132128,0.0368886283375387
0.03856358186233422,0.03714354734571401,0.04038204748580165,0.039692934099032184,0.034579025899618365
0.03955670769808872,0.03543931135864886,0.03825113855890283,0.04136301442916346,0.03277066655777494
0.04226500754500373,0.03549326698853239,0.04239338825352679,0.04259502465353182,0.03650283879772642
0.04048529059624251,0.031791821617986216,0.03857097466981152,0.03878729989946428,0.03415800158300053
0.03693489351325674,0.028976429279096827,0.031386226150289076,0.03132380738239848,0.03062125994283882
0.03198245138976974,0.02950654266724495,0.03379126499224272,0.037459548064505244,0.03224194694298754
0.03543496973041993,0.027760049992579194,0.033476858922202535,0.03261527437920875,0.029829287875421606
0.030550618330981383,0.022590711585597667,0.025139064687393464,0.024285767651960777,0.023467557182684562
